date,month,season,year,solar_radiation_sum,temperature_maximum,temperature_minimum,rainfall_sum,humidity_average
14/09/2014,9,Fall,2014,30707.4,29.9,16.76,0,42.57638889
15/09/2014,9,Fall,2014,30417.1,27.52,12.93,0,59.515625
16/09/2014,9,Fall,2014,20094.3,29.1,15.23,0,44.49305556
17/09/2014,9,Fall,2014,23439.9,27.52,15.62,5,77.38020833
18/09/2014,9,Fall,2014,22284.4,25.56,14.85,2.8,82.91319444
19/09/2014,9,Fall,2014,20590.6,24.4,14.09,0,87.49305556
20/09/2014,9,Fall,2014,28273.3,26.73,13.32,0,65.99826389
21/09/2014,9,Fall,2014,21661.5,28.7,12.93,11.9,60.72569444
22/09/2014,9,Fall,2014,19763.4,24.79,14.47,1.3,81.10416667
23/09/2014,9,Fall,2014,23453.1,24.01,12.16,0,79.85069444
24/09/2014,9,Fall,2014,16107.1,21.71,12.93,4.2,91.50868056
25/09/2014,9,Fall,2014,31481.8,24.01,9.03,0,59.68402778
26/09/2014,9,Fall,2014,28868.6,25.95,9.42,0,67.22916667
27/09/2014,9,Fall,2014,17204.4,24.4,14.47,0,73.75
28/09/2014,9,Fall,2014,12247.1,20.57,14.47,0.3,89.03125
29/09/2014,9,Fall,2014,24682.5,25.56,12.93,0.1,77.25173611
30/09/2014,9,Fall,2014,16693.2,21.71,10.6,0,91.42647059
01/10/2014,10,Fall,2014,24790.8,25.95,14.09,0,77.10416667
02/10/2014,10,Fall,2014,24284.5,26.73,14.09,0,73.62673611
03/10/2014,10,Fall,2014,23578.1,28.31,12.55,0,66.70833333
04/10/2014,10,Fall,2014,23844.4,27.52,12.93,0,60.92013889
05/10/2014,10,Fall,2014,27200.8,27.12,10.99,0,53.29861111
06/10/2014,10,Fall,2014,26334.6,24.79,12.93,0,63.08680556
07/10/2014,10,Fall,2014,17366.8,25.17,13.32,0,72.65104167
08/10/2014,10,Fall,2014,20485.6,26.34,11.38,0,69.42534722
09/10/2014,10,Fall,2014,15725.8,23.63,15.23,3.4,87.49652778
10/10/2014,10,Fall,2014,13572.1,20.95,14.85,28,94.48611111
11/10/2014,10,Fall,2014,17929.2,22.48,13.32,11.6,88.953125
12/10/2014,10,Fall,2014,15470.8,18.66,12.55,3.5,87.86631944
13/10/2014,10,Fall,2014,12348.2,17.9,10.99,8.6,91.48090278
14/10/2014,10,Fall,2014,11564.5,15.62,9.42,7.1,92.88020833
15/10/2014,10,Fall,2014,9707.2,18.66,9.03,0,91.21006944
16/10/2014,10,Fall,2014,19325.7,24.01,15.23,0,81.6875
17/10/2014,10,Fall,2014,24048.5,24.01,11.77,0,81.19097222
18/10/2014,10,Fall,2014,22329.6,28.7,12.55,0,64.11458333
19/10/2014,10,Fall,2014,21774.4,29.5,13.7,0,53.90625
20/10/2014,10,Fall,2014,21691.8,28.31,12.93,0,56.04166667
21/10/2014,10,Fall,2014,23021.8,28.7,10.21,0,64.98090278
22/10/2014,10,Fall,2014,24091.9,25.95,12.55,0,44.25694444
23/10/2014,10,Fall,2014,22842.6,25.95,7.03,0,36.90972222
24/10/2014,10,Fall,2014,22520.2,27.52,10.21,0,50.08680556
25/10/2014,10,Fall,2014,23087.9,28.31,9.82,0,45.95486111
26/10/2014,10,Fall,2014,22445.4,27.91,8.23,0,44.47222222
27/10/2014,10,Fall,2014,22203,25.95,9.82,0,50.65972222
28/10/2014,10,Fall,2014,20207.7,24.4,10.21,0,75.61979167
29/10/2014,10,Fall,2014,20463.3,24.79,9.42,0,70.99652778
30/10/2014,10,Fall,2014,21273,26.34,8.23,0,60.02951389
31/10/2014,10,Fall,2014,20943.1,24.79,9.42,0,63.96006944
01/11/2014,11,Fall,2014,19939.1,22.86,8.63,0,75.80381944
02/11/2014,11,Fall,2014,17156.7,22.09,8.23,0.3,78.85590278
03/11/2014,11,Fall,2014,14334.1,17.9,8.63,1.1,83.36111111
04/11/2014,11,Fall,2014,10141.9,12.93,7.03,9.4,84.62847222
05/11/2014,11,Fall,2014,20908,14.09,4.57,0,67.31944444
06/11/2014,11,Fall,2014,18900.8,15.23,3.74,0,75.95833333
07/11/2014,11,Fall,2014,11567.7,19.04,10.6,0.2,89.28298611
08/11/2014,11,Fall,2014,13418,15.23,9.03,7.7,81.59027778
09/11/2014,11,Fall,2014,18426.5,13.32,3.74,4.1,84.97916667
10/11/2014,11,Fall,2014,18156.7,13.7,0.73,0.2,86.52604167
11/11/2014,11,Fall,2014,7946.8,12.93,7.43,22.5,99.06597222
12/11/2014,11,Fall,2014,15011.6,16,8.63,0.1,91.90451389
13/11/2014,11,Fall,2014,8575.2,18.28,9.42,0.1,92.31597222
14/11/2014,11,Fall,2014,9998,14.85,7.43,23.4,99.16145833
15/11/2014,11,Fall,2014,8598.1,12.93,7.03,0.2,95.66493056
16/11/2014,11,Fall,2014,13473.1,12.16,6.22,0,93.16145833
17/11/2014,11,Fall,2014,15039.1,14.09,5.81,0,90.19965278
18/11/2014,11,Fall,2014,15489.4,13.32,1.6,0,93.546875
19/11/2014,11,Fall,2014,16790.2,17.14,4.99,0,89.87326389
20/11/2014,11,Fall,2014,17004.3,20.57,8.23,0,78.22222222
21/11/2014,11,Fall,2014,11309.1,17.52,6.62,0,94.84548611
22/11/2014,11,Fall,2014,10684.3,19.42,7.43,0,85.68402778
23/11/2014,11,Fall,2014,9733,19.42,12.93,0.8,75.17708333
24/11/2014,11,Fall,2014,13540.4,18.66,9.42,0,85.87673611
25/11/2014,11,Fall,2014,7735.4,16.38,8.63,11.9,98.96354167
26/11/2014,11,Fall,2014,11571.6,13.7,7.83,0.4,92.47048611
27/11/2014,11,Fall,2014,6050.4,13.7,7.83,1.6,95.26909722
28/11/2014,11,Fall,2014,2924,11.77,7.03,4.3,97.81597222
29/11/2014,11,Fall,2014,3649.2,9.42,6.62,3.2,100
30/11/2014,11,Fall,2014,5179.2,12.55,7.03,5.9,100
01/12/2014,12,Winter,2014,11811.4,16.38,7.03,0.1,81.18576389
02/12/2014,12,Winter,2014,15417.7,14.85,3.31,0,76.54340278
03/12/2014,12,Winter,2014,7917.5,10.99,4.15,0,87.36284722
04/12/2014,12,Winter,2014,12751.6,11.77,4.57,0,80.25694444
05/12/2014,12,Winter,2014,14889.2,12.16,3.31,0,80.13715278
06/12/2014,12,Winter,2014,13735.3,11.38,1.17,0.2,78.65798611
07/12/2014,12,Winter,2014,16108.9,11.77,-0.6,0,70.29166667
08/12/2014,12,Winter,2014,16051.4,11.38,-1.97,0,85.03125
09/12/2014,12,Winter,2014,13783.9,11.38,1.17,0,75.65277778
10/12/2014,12,Winter,2014,16063.9,12.16,0.73,0,79.63194444
11/12/2014,12,Winter,2014,15815.4,13.32,-1.51,0,84.81423611
12/12/2014,12,Winter,2014,15608.9,13.32,0.29,0,88.79166667
13/12/2014,12,Winter,2014,5610.2,13.32,4.57,8.3,95.453125
14/12/2014,12,Winter,2014,4047.9,9.03,7.03,13.8,100
15/12/2014,12,Winter,2014,11437.8,12.16,4.57,0,89.44965278
16/12/2014,12,Winter,2014,13828.43077,14.09,2.46,0,87.69055944
17/12/2014,12,Winter,2014,12363.9,14.85,2.03,0,91.81944444
18/12/2014,12,Winter,2014,14398.8,13.7,-0.15,0,93.05555556
19/12/2014,12,Winter,2014,6436.5,7.03,0.73,0.2,100
20/12/2014,12,Winter,2014,11837,12.55,-0.15,0.2,95.94618056
21/12/2014,12,Winter,2014,15734.4,13.7,-0.15,0.2,91.765625
22/12/2014,12,Winter,2014,15981.6,13.7,1.17,0,85.74131944
23/12/2014,12,Winter,2014,15323.2,11.77,-0.6,0,89.43402778
24/12/2014,12,Winter,2014,9088.9,8.23,-1.05,0,99.71701389
25/12/2014,12,Winter,2014,14939.2,11.77,-3.85,0,91.16493056
26/12/2014,12,Winter,2014,15269.2,12.16,-0.15,0,93.43402778
27/12/2014,12,Winter,2014,6790.3,7.83,-1.51,0,99.96875
28/12/2014,12,Winter,2014,4887.8,11.77,0.73,0,79.98263889
29/12/2014,12,Winter,2014,16839,9.82,-1.97,0,42.57291667
30/12/2014,12,Winter,2014,16355.2,9.42,-4.81,0,38.84027778
31/12/2014,12,Winter,2014,16381.6,9.42,-4.81,0,63.14930556
01/01/2015,1,Winter,2015,16649,12.16,-5.31,0,67.59027778
02/01/2015,1,Winter,2015,15487.7,11.77,-3.85,0,71.48263889
03/01/2015,1,Winter,2015,16052.9,13.32,-2.9,0,71.93229167
04/01/2015,1,Winter,2015,15892.7,14.85,-2.43,0,71.22916667
05/01/2015,1,Winter,2015,16099.1,14.85,0.29,0,71.15625
06/01/2015,1,Winter,2015,15458.8,10.21,-1.97,0,84.34027778
07/01/2015,1,Winter,2015,15956.5,11.38,-3.37,0,84.99479167
08/01/2015,1,Winter,2015,16833.2,12.93,-3.37,0,83.41145833
09/01/2015,1,Winter,2015,16949,15.62,-1.97,0,79.91493056
10/01/2015,1,Winter,2015,17172.7,14.47,-2.9,0,81.05902778
11/01/2015,1,Winter,2015,14819,14.09,-1.05,0,83.11631944
12/01/2015,1,Winter,2015,15789.3,15.62,-0.6,0,79.49826389
13/01/2015,1,Winter,2015,15772.7,14.85,0.73,0,83.41319444
14/01/2015,1,Winter,2015,9645.4,10.99,2.03,0,97.36284722
15/01/2015,1,Winter,2015,13090.5,12.93,2.46,0.6,87.82291667
16/01/2015,1,Winter,2015,16281.6,9.42,2.03,2.2,89.24131944
17/01/2015,1,Winter,2015,17971.6,9.03,-1.97,0,76.23263889
18/01/2015,1,Winter,2015,3612.9,3.31,0.29,2,94.52777778
19/01/2015,1,Winter,2015,15621.9,8.23,-0.15,6.4,79.20833333
20/01/2015,1,Winter,2015,15456.5,7.43,-1.97,0,82.40972222
21/01/2015,1,Winter,2015,7149.1,5.4,-1.51,1,98.875
22/01/2015,1,Winter,2015,15628.9,8.63,-0.15,0,81.71701389
23/01/2015,1,Winter,2015,18950,10.6,-1.97,0,71.61458333
24/01/2015,1,Winter,2015,19036.7,10.99,-3.85,0,65.30555556
25/01/2015,1,Winter,2015,19101.7,14.09,0.73,0,64.29861111
26/01/2015,1,Winter,2015,18056.5,14.47,-0.6,0,54.05902778
27/01/2015,1,Winter,2015,18434.1,14.47,-0.6,0,67.15972222
28/01/2015,1,Winter,2015,19461.8,13.7,-0.15,0,72.57118056
29/01/2015,1,Winter,2015,13391.6,12.16,1.17,0,85.40798611
30/01/2015,1,Winter,2015,6350.5,15.23,10.21,0.4,91.09722222
31/01/2015,1,Winter,2015,11495.2,11.77,2.46,7,74.421875
01/02/2015,2,Winter,2015,16367.7,9.03,0.73,0,60.25347222
02/02/2015,2,Winter,2015,5554.3,7.03,2.03,3.8,92.77604167
03/02/2015,2,Winter,2015,13515.3,10.21,2.03,1.8,92.50347222
04/02/2015,2,Winter,2015,13810.3,5.81,-0.6,16.8,72.19097222
05/02/2015,2,Winter,2015,20373.1,6.22,-1.51,0,53.69097222
06/02/2015,2,Winter,2015,16401.8,7.43,-1.51,0,63.70486111
07/02/2015,2,Winter,2015,6289.4,3.31,-2.9,0,79.17013889
08/02/2015,2,Winter,2015,21850.3,9.42,-5.8,0,74.97222222
09/02/2015,2,Winter,2015,20324,10.6,-4.33,0,71.97916667
10/02/2015,2,Winter,2015,15897.9,11.38,-1.51,0,75.65972222
11/02/2015,2,Winter,2015,10782.8,10.99,3.31,0,86.02256944
12/02/2015,2,Winter,2015,15071.7,12.55,3.31,0,89.30555556
13/02/2015,2,Winter,2015,20901.9,13.32,-1.05,0,78.71354167
14/02/2015,2,Winter,2015,10945.5,12.55,7.03,2,86.97222222
15/02/2015,2,Winter,2015,17846.5,14.85,7.03,2.6,85.48263889
16/02/2015,2,Winter,2015,19318,14.47,5.4,0,78.22569444
17/02/2015,2,Winter,2015,22774.1,12.16,3.74,10.2,74.39236111
18/02/2015,2,Winter,2015,15078,12.93,1.6,0,74.80902778
19/02/2015,2,Winter,2015,23700.9,12.93,-0.6,0,75.59722222
20/02/2015,2,Winter,2015,19910.3,12.55,-1.05,0,80.46875
21/02/2015,2,Winter,2015,14381.6,14.09,2.89,2.2,74.22048611
22/02/2015,2,Winter,2015,24099.2,14.47,0.73,0,64.45138889
23/02/2015,2,Winter,2015,19635.4,13.7,5.4,1.4,83.203125
24/02/2015,2,Winter,2015,20563.3,11.77,2.89,0,59.1875
25/02/2015,2,Winter,2015,22373.3,15.23,2.89,0,61.73263889
26/02/2015,2,Winter,2015,17787.4,15.23,5.4,0,73.55208333
27/02/2015,2,Winter,2015,19764.4,15.62,4.15,0,63.37673611
28/02/2015,2,Winter,2015,22189.4,17.52,0.29,0,64.05902778
01/03/2015,3,Spring,2015,23587,18.66,7.43,0,81.26388889
02/03/2015,3,Spring,2015,17691.8,18.66,8.23,0,91.36284722
03/03/2015,3,Spring,2015,20509.2,19.42,8.23,0,86.35763889
04/03/2015,3,Spring,2015,27845.4,17.14,2.46,0,67.09375
05/03/2015,3,Spring,2015,29517.8,16,-1.97,0,44.05902778
06/03/2015,3,Spring,2015,29462,20.19,-1.51,0,35.27777778
07/03/2015,3,Spring,2015,29834.2,22.86,0.29,0,41.49305556
08/03/2015,3,Spring,2015,28121.9,23.24,1.6,0,42.50694444
09/03/2015,3,Spring,2015,29050.9,22.86,2.03,0,42.93402778
10/03/2015,3,Spring,2015,30379.2,23.24,1.6,0,41.21527778
11/03/2015,3,Spring,2015,30411.7,22.86,3.74,0,45.06597222
12/03/2015,3,Spring,2015,29191.8,22.09,4.99,0,40.97916667
13/03/2015,3,Spring,2015,26370.8,19.81,3.74,0,51.20833333
14/03/2015,3,Spring,2015,31655.8,14.85,2.46,0,44.41666667
15/03/2015,3,Spring,2015,22805.7,11.77,-0.6,0,58.13194444
16/03/2015,3,Spring,2015,31701.9,13.7,-1.51,0,55.86805556
17/03/2015,3,Spring,2015,19292,16,2.89,0,63.29861111
18/03/2015,3,Spring,2015,8113.2,9.82,3.31,5.2,91.23611111
19/03/2015,3,Spring,2015,8882.2,13.32,6.22,1.4,92.79166667
20/03/2015,3,Spring,2015,8921,14.09,6.22,3.1,90.015625
21/03/2015,3,Spring,2015,9470.4,10.99,7.43,6.2,99.80902778
22/03/2015,3,Spring,2015,13505.5,14.09,7.43,4,94.27604167
23/03/2015,3,Spring,2015,7703.3,10.99,6.22,16.8,99.85416667
24/03/2015,3,Spring,2015,13328.5,15.23,5.81,2.4,86.50868056
25/03/2015,3,Spring,2015,28753.6,10.99,1.17,0,60.78819444
26/03/2015,3,Spring,2015,23613.1,14.85,1.17,0,65.44097222
27/03/2015,3,Spring,2015,33783.5,21.33,7.83,0,71.33680556
28/03/2015,3,Spring,2015,34184.7,24.01,6.22,0,62.86458333
29/03/2015,3,Spring,2015,30968.4,24.01,6.62,0,46.39930556
30/03/2015,3,Spring,2015,33846.2,27.12,10.21,0,45.85069444
31/03/2015,3,Spring,2015,34801.7,27.12,8.63,0,45.85763889
01/04/2015,4,Spring,2015,35808.3,23.63,6.62,0,48.0625
02/04/2015,4,Spring,2015,34968.1,24.01,3.74,0,36.60763889
03/04/2015,4,Spring,2015,32489.8,24.4,5.81,0,45.23263889
04/04/2015,4,Spring,2015,35276.2,23.63,6.22,0,42.65625
05/04/2015,4,Spring,2015,36968.8,23.63,4.15,0,47.78472222
06/04/2015,4,Spring,2015,35915.9,20.19,7.83,0,69.51388889
07/04/2015,4,Spring,2015,35602.1,17.14,4.15,0,62.45486111
08/04/2015,4,Spring,2015,28338,17.14,5.81,0,51.30902778
09/04/2015,4,Spring,2015,7905.9,12.55,6.62,4.6,88.42361111
10/04/2015,4,Spring,2015,23779.9,17.9,7.43,0,80.0625
11/04/2015,4,Spring,2015,30844.7,21.33,5.4,0,78.78993056
12/04/2015,4,Spring,2015,35394.3,22.48,7.43,0,63.30381944
13/04/2015,4,Spring,2015,30504.8,22.09,9.42,0.3,49.66666667
14/04/2015,4,Spring,2015,29110.7,24.4,9.42,0,33.92013889
15/04/2015,4,Spring,2015,21693,20.95,9.82,12.5,54.765625
16/04/2015,4,Spring,2015,25198.4,17.52,9.42,0.8,88.63194444
17/04/2015,4,Spring,2015,30092.42483,20.57,10.21,0,75.71206897
18/04/2015,4,Spring,2015,36984.9,19.81,6.62,0,71.53472222
19/04/2015,4,Spring,2015,36703.2,18.28,5.4,0,70.44097222
20/04/2015,4,Spring,2015,38522.1,23.24,3.74,0,58.22569444
21/04/2015,4,Spring,2015,32475,21.71,8.63,0,54.82291667
22/04/2015,4,Spring,2015,31768.7,22.86,9.42,0,60.35069444
23/04/2015,4,Spring,2015,38163.3,25.17,7.43,0,54.20138889
24/04/2015,4,Spring,2015,22273.5,24.01,9.42,0,55.79861111
25/04/2015,4,Spring,2015,20972.6,20.19,8.63,0,72.88520833
26/04/2015,4,Spring,2015,20150.8,17.14,9.42,16.8,97.98520833
27/04/2015,4,Spring,2015,23887.3,16.76,8.23,0,81.26625
28/04/2015,4,Spring,2015,33038.5,20.19,5.81,0,75.159375
29/04/2015,4,Spring,2015,40144.7,20.95,10.21,0,64.841875
30/04/2015,4,Spring,2015,38898.8,23.63,9.42,0,65.866875
01/05/2015,5,Spring,2015,26442,24.01,11.77,0,68.1975
02/05/2015,5,Spring,2015,35511.1,28.31,12.93,0,70.35791667
03/05/2015,5,Spring,2015,17397.2,22.86,14.47,0,69.56145833
04/05/2015,5,Spring,2015,22836.4,28.31,13.7,0.2,61.928125
05/05/2015,5,Spring,2015,33998.5,22.09,9.82,0,60.81625
06/05/2015,5,Spring,2015,41812.3,23.63,6.62,0,55.67291667
07/05/2015,5,Spring,2015,41078.8,30.71,7.43,0,43.47875
08/05/2015,5,Spring,2015,40209.7,24.4,12.93,0,53.87604167
09/05/2015,5,Spring,2015,40964.8,29.1,9.42,0,58.38333333
10/05/2015,5,Spring,2015,41681.3,31.93,14.09,0,41.33375
11/05/2015,5,Spring,2015,47745.71566,33.17,12.16,0,38.744375
12/05/2015,5,Spring,2015,114508.8502,34.7,15.3,0,38.92854167
13/05/2015,5,Spring,2015,90742.03082,37.7,15.9,0,40.77291667
14/05/2015,5,Spring,2015,99280.02529,33.8,16.6,0,34.700625
15/05/2015,5,Spring,2015,124154.5269,24.9,8.7,0,40.356875
16/05/2015,5,Spring,2015,126767.4349,28.7,6.1,0,41.94020833
17/05/2015,5,Spring,2015,126382.6751,31.4,9.5,0,37.88770833
18/05/2015,5,Spring,2015,124458.8849,32.1,10.1,0,35.99875
19/05/2015,5,Spring,2015,106977.8972,25.9,10.4,0.6,57.7075
20/05/2015,5,Spring,2015,127033.5038,22.8,6.2,0,50.403125
21/05/2015,5,Spring,2015,129652.4976,23.2,7.5,0,40.12145833
22/05/2015,5,Spring,2015,131817.3773,24.5,6.7,0,40.94916667
23/05/2015,5,Spring,2015,129374.5392,25.3,8.2,0,45.27104167
24/05/2015,5,Spring,2015,109637.1225,25.6,10.5,0,49.59666667
25/05/2015,5,Spring,2015,104153.1921,27.7,12.5,0,46.34
26/05/2015,5,Spring,2015,132256.1932,29,12.5,0,36.59708333
27/05/2015,5,Spring,2015,131906.7933,30.7,11.9,0,37.79479167
28/05/2015,5,Spring,2015,127597.056,32.2,13.2,0,40.32270833
29/05/2015,5,Spring,2015,96537.09694,29.7,16.2,0,43.53833333
30/05/2015,5,Spring,2015,112872.0306,29.8,11.8,0,46.811875
31/05/2015,5,Spring,2015,119739.3522,31.5,11.4,0,43.62770833
01/06/2015,6,Summer,2015,115662.5042,32,13.8,0,37.78916667
02/06/2015,6,Summer,2015,126704.6944,33.4,15.6,0,37.05083333
03/06/2015,6,Summer,2015,124795.4492,34.8,18.8,0,30.85895833
04/06/2015,6,Summer,2015,130360.7949,32.5,16.4,0,25.776875
05/06/2015,6,Summer,2015,129807.3498,32.7,16.1,0,27.573125
06/06/2015,6,Summer,2015,127338.1881,34.5,15.6,0,30.37520833
07/06/2015,6,Summer,2015,124286.1167,33.8,16.9,0,22.698125
08/06/2015,6,Summer,2015,132956.8582,33.4,14.9,0,24.15270833
09/06/2015,6,Summer,2015,93817.79199,33.2,17.8,0.6,41.22729167
10/06/2015,6,Summer,2015,69037.31248,27.3,16.2,19.9,87.4075
11/06/2015,6,Summer,2015,67766.28459,24.8,15.2,6.3,85.95208333
12/06/2015,6,Summer,2015,102971.9368,24.5,13.7,0,71.15895833
13/06/2015,6,Summer,2015,92999.04126,23.1,12.3,0,50.5025
14/06/2015,6,Summer,2015,109080.8347,22.9,10.6,0.8,58.02916667
15/06/2015,6,Summer,2015,84934.14329,21.4,12.5,3.4,87.05916667
16/06/2015,6,Summer,2015,125992.2083,26.3,11.1,0,58.799375
17/06/2015,6,Summer,2015,138112.8747,28.6,11,0,50.096875
18/06/2015,6,Summer,2015,138077.9297,31.4,14.2,0,45.30416667
19/06/2015,6,Summer,2015,136235.4264,33.7,14,0,38.52979167
20/06/2015,6,Summer,2015,141461.3252,34.8,15.6,0,32.693125
21/06/2015,6,Summer,2015,132547.9431,36.2,15.6,0,35.9825
22/06/2015,6,Summer,2015,128736.3652,34.8,20.3,0,32.528125
23/06/2015,6,Summer,2015,118703.2037,32.2,19,6.9,47.40166667
24/06/2015,6,Summer,2015,131652.6509,31.7,13.3,0,60.09791667
25/06/2015,6,Summer,2015,133525.1329,33.8,17.7,0,44.62645833
26/06/2015,6,Summer,2015,133241.6733,36.1,18,0,35.19791667
27/06/2015,6,Summer,2015,133598.876,38.1,16.8,0,28.71208333
28/06/2015,6,Summer,2015,134421.0845,39.8,16.7,0,27.9175
29/06/2015,6,Summer,2015,129213.7569,40.9,19.4,0,25.374375
30/06/2015,6,Summer,2015,128007.3971,39.8,22,0,23.98833333
01/07/2015,7,Summer,2015,126789.9355,37.7,20.9,0,25.09875
02/07/2015,7,Summer,2015,128994.1981,34.9,19.9,0,32.80270833
03/07/2015,7,Summer,2015,128489.5847,38,21.6,0,41.01833333
04/07/2015,7,Summer,2015,125329.6069,43.11,20.6,0,34.19166667
05/07/2015,7,Summer,2015,113250.9636,38.5,22.3,0,28.05833333
06/07/2015,7,Summer,2015,127424.607,41.4,21.6,0,23.45541667
07/07/2015,7,Summer,2015,129807.3498,40,21.1,0,22.85520833
08/07/2015,7,Summer,2015,133332.3492,39.8,18.7,0,21.390625
09/07/2015,7,Summer,2015,132963.2533,39.8,16.3,0,24.80270833
10/07/2015,7,Summer,2015,135586.466,37.9,18.1,0,22.51083333
11/07/2015,7,Summer,2015,131506.6829,37.4,17.2,0,25.84666667
12/07/2015,7,Summer,2015,131875.6748,38.5,16.5,0,22.38979167
13/07/2015,7,Summer,2015,129289.0052,39.1,16.3,0,19.49958333
14/07/2015,7,Summer,2015,127808.4792,40.1,17.6,0,28.28458333
15/07/2015,7,Summer,2015,124922.8662,40.1,21.7,0,25.82895833
16/07/2015,7,Summer,2015,110860.9903,39.7,22.2,0,26.37541667
17/07/2015,7,Summer,2015,36483.22025,37.88,22.86,0.2,31.11541667
18/07/2015,7,Summer,2015,34123.8,34.85,19.42,0.2,41.624375
19/07/2015,7,Summer,2015,42133.9,35.27,20.57,0,34.45708333
20/07/2015,7,Summer,2015,42373.6,37.88,20.57,0,32.5325
21/07/2015,7,Summer,2015,42411.6,39.22,22.48,0,29.01354167
22/07/2015,7,Summer,2015,40998.8,37.44,21.33,0,38.31833333
23/07/2015,7,Summer,2015,42116.3,38.77,18.66,0,34.195
24/07/2015,7,Summer,2015,43062.4,34.85,20.57,0,29.68229167
25/07/2015,7,Summer,2015,41717.4,35.27,17.52,0,35.25125
26/07/2015,7,Summer,2015,42197.8,37.44,19.42,0,39.95125
27/07/2015,7,Summer,2015,42047.7,38.32,21.33,0,31.99104167
28/07/2015,7,Summer,2015,42213.6,39.22,19.42,0,27.9025
29/07/2015,7,Summer,2015,42671.3,38.77,20.57,0,25.67625
30/07/2015,7,Summer,2015,40748.5,36.13,19.04,0,35.70666667
31/07/2015,7,Summer,2015,31247.1,31.93,17.9,0,66.47833333
01/08/2015,8,Summer,2015,41980.9,31.52,13.7,0,60.38291667
02/08/2015,8,Summer,2015,41293.5,36.13,18.66,0,49.61395833
03/08/2015,8,Summer,2015,33920.9,39.22,22.09,0,44.73916667
04/08/2015,8,Summer,2015,40622.6,36.57,20.19,0,37.13125
05/08/2015,8,Summer,2015,40424.8,38.77,20.57,0,31.88125
06/08/2015,8,Summer,2015,38112.2,39.22,18.28,0,23.13625
07/08/2015,8,Summer,2015,31315,37.44,21.71,0,26.56145833
08/08/2015,8,Summer,2015,25068.1,34.01,21.33,0,40.47583333
09/08/2015,8,Summer,2015,39641.9,34.85,14.09,0,44.95708333
10/08/2015,8,Summer,2015,38136,37.88,15.62,0,34.38333333
11/08/2015,8,Summer,2015,38156.9,35.7,22.86,0,35.3125
12/08/2015,8,Summer,2015,30280.2,35.7,20.19,0,27.815
13/08/2015,8,Summer,2015,37338.6,29.1,16.76,0,44.298125
14/08/2015,8,Summer,2015,34184.7,28.7,12.93,0,42.80645833
15/08/2015,8,Summer,2015,32895.8,30.31,16.38,0,34.4775
16/08/2015,8,Summer,2015,34631.2,31.93,14.09,0,41.4775
17/08/2015,8,Summer,2015,34257.2,32.34,20.19,0,42.14104167
18/08/2015,8,Summer,2015,37485.1,33.17,14.85,0,44.55395833
19/08/2015,8,Summer,2015,36125,34.01,17.9,0,42.65375
20/08/2015,8,Summer,2015,35716.1,36.13,19.42,0,44.88125
21/08/2015,8,Summer,2015,22280.5,33.17,20.19,0,50.68520833
22/08/2015,8,Summer,2015,36094.8,31.93,17.9,0,59.51979167
23/08/2015,8,Summer,2015,34929.7,26.34,17.14,0,51.56645833
24/08/2015,8,Summer,2015,34972.2,25.56,14.85,0,53.54125
25/08/2015,8,Summer,2015,38129.3,30.71,9.82,0,42.50541667
26/08/2015,8,Summer,2015,36228.1,34.43,18.66,0,43.19958333
27/08/2015,8,Summer,2015,35609.1,33.59,17.9,0,39.3075
28/08/2015,8,Summer,2015,35321.8,35.27,17.52,0,35.16666667
29/08/2015,8,Summer,2015,34663.2,36.13,21.71,0,32.94604167
30/08/2015,8,Summer,2015,29812,36.57,17.9,6.8,63.91520833
31/08/2015,8,Summer,2015,22903.4,29.5,18.28,0,73.27770833
01/09/2015,9,Fall,2015,33012.2,31.52,14.85,0,63.571875
02/09/2015,9,Fall,2015,31648.5,32.34,18.28,0,56.22041667
03/09/2015,9,Fall,2015,35053.6,27.91,15.62,0,42.23208333
04/09/2015,9,Fall,2015,32813.4,28.31,13.7,0,52.28166667
05/09/2015,9,Fall,2015,30797.2,28.7,10.6,0,53.44875
06/09/2015,9,Fall,2015,30512.2,28.7,15.62,0,54.29291667
07/09/2015,9,Fall,2015,21058.1,25.95,15.62,0,74.55145833
08/09/2015,9,Fall,2015,33824.5,28.7,12.16,0,52.17875
09/09/2015,9,Fall,2015,31383.2,29.9,12.55,0,47.18791667
10/09/2015,9,Fall,2015,30824.5,29.5,17.52,0,42.51229167
11/09/2015,9,Fall,2015,31039.8,31.93,14.85,0,42.23229167
12/09/2015,9,Fall,2015,24965.7,29.9,17.9,0,39.61708333
13/09/2015,9,Fall,2015,29181,25.95,17.14,0,47.27291667
14/09/2015,9,Fall,2015,31554.18394,24.4,12.93,0.6,61.74041667
15/09/2015,9,Fall,2015,19018.3,23.63,12.16,0,54.01770833
16/09/2015,9,Fall,2015,19807.2,24.01,14.09,15.2,78.51291667
17/09/2015,9,Fall,2015,31613.13566,20.19,10.6,0.8,80.49979167
18/09/2015,9,Fall,2015,33522,24.79,7.43,0,62.48604167
19/09/2015,9,Fall,2015,32726.8,27.12,10.99,0,59.15854167
20/09/2015,9,Fall,2015,32439.5,28.7,9.82,0,49.419375
21/09/2015,9,Fall,2015,32172.1,29.9,10.21,0,45.3075
22/09/2015,9,Fall,2015,32168.7,28.31,13.32,0,36.61854167
